amount,transaction_hour,account_age_days,num_prev_transactions,is_foreign,is_high_risk_country,has_chargeback_history,fraud_label
755.5,18,1854,261,0,0,0,0
337.17,15,1239,137,1,0,1,0
4294.44,12,2214,282,0,1,0,0
4687.97,14,3711,188,0,0,0,0
2242.77,9,3349,169,0,1,1,0
2413.06,21,664,339,1,1,1,1
4558.07,19,2652,59,1,0,1,1
437.24,1,3228,81,0,0,0,0
3172.98,7,2875,213,1,1,1,1
1703.9,0,702,145,0,1,0,0
1433.33,2,2814,141,0,1,1,1
1477.6,6,3518,136,0,1,1,0
1675.5,20,2637,10,0,1,1,0
1276.49,1,12,287,0,1,1,1
689.41,11,1396,232,1,1,0,0
3262.35,17,508,496,0,1,0,0
3732.97,21,3212,400,1,1,1,1
1598.98,13,2708,220,0,1,1,0
4721.66,3,37,136,1,0,0,1
286.66,8,407,15,1,0,0,0
3090.43,17,3099,122,1,1,1,1
4065.76,18,1563,85,1,0,0,0
2519.96,20,3121,188,0,1,1,1
2154.78,7,2077,278,1,0,0,0
2890.41,12,3186,131,0,1,1,1
3498.2,14,2498,302,1,1,1,1
12.13,19,590,177,1,0,0,0
3919.38,21,3657,283,1,0,1,1
1176.19,0,2483,202,0,1,0,0
75.41,22,1688,331,1,0,1,0
1430.51,9,1334,388,0,1,1,0
2279.37,3,2988,10,0,0,0,0
3194.09,16,2992,458,0,0,0,0
538.5,19,3446,492,0,0,0,0
3939.65,16,1275,23,1,1,1,1
143.23,7,2482,141,1,1,1,1
4083.09,7,2817,129,0,0,1,0
1168.58,16,3649,112,1,0,1,0
1978.33,22,2897,83,1,0,0,0
3029.15,6,1617,109,1,0,1,1
2706.06,16,2719,192,0,0,0,0
1467.9,23,2415,24,1,0,1,0
1667.19,3,2432,10,1,1,1,1
1827.55,22,2507,309,1,1,0,0
4047.49,5,3619,176,0,1,1,1
3279.18,15,3218,178,1,0,1,1
4188.79,19,3608,423,1,1,0,1
1817.22,22,3271,215,1,1,0,0
96.21,4,958,454,1,0,1,1
1538.16,10,1189,205,1,0,1,0
3474.19,6,473,70,0,0,0,0
3343.5,12,2660,285,1,1,0,1
4828.22,23,65,148,1,0,1,1
4557.4,10,1942,305,1,0,1,1
3296.26,23,1492,171,1,1,0,1
3470.43,5,2962,21,1,0,0,0
923.14,9,3932,201,0,0,0,0
2682.73,16,257,106,1,1,1,1
3546.16,4,3033,245,0,0,1,1
1454.35,10,3636,133,0,0,1,0
999.52,21,70,436,0,0,0,0
1893.01,5,1511,39,0,0,1,0
3773.28,5,78,33,1,0,0,1
3902.18,19,1387,46,0,1,1,1
964.82,21,3668,60,1,1,0,0
3871.29,23,3572,30,1,0,0,0
4152.65,18,1044,76,1,0,1,1
800.23,21,3380,113,0,1,0,0
4805.01,16,3570,343,1,1,1,1
344.15,2,2524,248,1,0,0,0
781.19,0,3788,301,1,0,1,1
2908.97,20,2601,142,0,1,0,0
1390.63,8,2299,331,1,1,0,0
993.6,14,1004,50,0,1,1,0
4245.09,18,2369,292,0,1,1,1
195.31,2,2326,427,0,1,0,0
1001.29,8,226,250,1,1,0,0
4006.32,8,2450,221,0,1,0,0
3993.94,13,2929,69,0,0,1,0
4670.21,6,3118,75,1,1,0,1
85.35,4,1577,36,0,0,0,0
3193.61,8,3025,4,0,0,1,1
2362.71,22,1732,213,0,1,0,0
2703.71,18,3065,15,0,0,1,0
4431.86,22,1088,75,0,1,0,0
1655.52,23,2801,338,1,1,1,1
2620.79,21,2842,112,1,0,1,1
2505.95,9,38,215,1,1,1,1
959.29,17,3888,168,0,1,1,0
279.62,11,2391,461,1,1,0,0
2837.35,5,3553,84,0,0,1,0
4657.15,2,3239,469,1,0,0,1
446.18,16,1660,309,0,0,1,0
3973.8,23,426,142,1,1,1,1
3283.59,17,253,250,1,1,0,1
996.66,5,3112,410,0,0,0,0
706.44,4,2638,326,1,0,0,0
1789.63,18,2394,421,0,0,1,0
2045.97,7,440,186,1,0,0,0
4506.85,19,267,183,1,1,0,1
3050.93,23,3967,264,0,1,1,1
1885.04,23,3115,313,0,0,1,0
2045.78,4,440,449,1,1,1,1
2660.21,12,2076,449,1,0,0,0
4860.99,0,2732,233,1,1,1,1
3969.26,19,3261,488,1,0,1,1
2745.1,3,1716,397,1,0,1,1
4550.12,0,1304,406,0,1,1,1
4962.73,19,3012,156,1,0,1,1
4644.17,15,1722,469,0,1,1,1
123.94,13,1188,192,0,1,1,0
4918.81,10,3303,450,1,1,1,1
152.38,7,3154,387,1,1,1,1
2034.54,8,1164,82,1,1,1,1
4668.37,3,3239,485,1,0,1,1
3551.7,14,546,384,1,0,0,0
942.03,19,921,406,0,1,0,0
295.39,11,827,342,0,0,0,0
2928.62,20,145,196,1,1,0,1
4114.82,5,3059,30,0,0,0,0
1759.15,20,1911,256,0,0,1,0
180.0,17,616,15,0,1,1,0
1103.25,21,3598,126,0,1,1,0
710.95,8,798,243,1,1,0,0
965.52,20,1997,21,0,1,1,0
1159.46,23,1835,468,0,0,1,0
1388.53,17,3874,291,1,1,0,0
3077.16,15,3392,24,0,1,1,1
4041.15,22,2454,269,0,1,0,0
4767.9,12,691,418,1,0,1,1
4053.19,22,129,89,0,1,1,1
3843.16,20,1673,19,0,0,0,0
2510.72,19,977,216,0,0,1,0
4059.16,13,2011,265,0,0,1,0
1627.84,19,608,97,0,0,1,0
3901.76,5,449,451,0,0,0,0
4994.09,15,2483,234,1,1,0,1
180.64,11,1291,119,0,0,0,0
946.81,13,583,221,1,0,0,0
1896.28,4,613,449,0,1,0,0
1160.52,17,69,386,0,0,1,0
4889.04,9,2212,235,0,1,0,0
1501.13,17,541,59,1,0,1,0
3022.36,16,3837,24,1,0,1,1
759.61,2,1990,484,1,0,0,0
673.62,11,1636,23,1,1,1,1
2356.04,23,1284,215,1,1,0,0
3579.75,6,2140,384,0,0,1,0
3064.78,23,3774,271,0,1,0,0
4484.51,8,3156,405,0,0,1,0
3572.41,19,3514,345,1,1,1,1
4889.45,22,641,343,1,0,0,0
1858.37,12,3136,262,1,1,0,0
2333.59,17,3767,326,0,0,0,0
2633.04,2,3883,404,0,1,0,1
3563.16,2,3452,448,1,0,1,1
813.64,23,258,465,0,0,0,0
4750.32,16,2558,227,0,1,1,1
1018.53,14,1706,353,1,1,0,0
1592.04,16,3604,122,0,1,1,0
1926.01,15,2417,484,1,1,1,1
706.96,1,969,159,1,0,0,0
3398.24,3,3037,197,0,0,0,0
3487.8,4,268,379,1,1,1,1
1755.92,7,3105,292,1,1,1,1
1235.18,16,3830,203,0,1,1,0
749.76,18,3411,478,1,1,1,1
3194.1,18,3167,15,1,1,0,1
2775.95,5,3086,202,0,0,0,0
3512.0,20,549,480,1,0,1,1
3534.84,2,3816,179,1,0,1,1
1708.14,17,2713,102,1,0,0,0
396.3,4,2412,64,1,1,1,1
1736.74,11,809,488,0,0,1,0
1511.15,16,3887,281,0,0,0,0
1359.27,1,2819,231,1,0,1,1
4296.84,22,2006,337,1,0,1,1
3693.84,12,2704,211,0,0,1,0
3147.9,1,8,187,1,1,0,1
1039.18,3,833,351,0,1,0,0
4384.58,5,2520,369,0,0,1,0
3297.77,11,431,76,0,1,1,1
266.28,5,2971,140,0,0,1,0
4307.0,15,3889,462,0,1,0,0
4181.03,5,295,87,1,0,1,1
1022.08,19,2835,171,0,0,1,0
1812.11,8,2854,63,0,0,0,0
59.35,4,1694,267,0,1,0,0
1474.92,20,2337,39,1,1,0,0
1897.91,21,2506,268,1,1,1,1
3973.13,7,3507,83,0,1,1,1
3407.79,10,1697,52,1,0,0,0
2853.17,13,2367,48,0,1,0,0
4797.97,23,2313,304,1,0,0,0
3894.35,8,1133,150,0,0,1,0
1394.22,22,3670,382,1,1,0,0
2390.4,16,3948,309,0,0,0,0
4497.6,2,1694,10,0,0,1,1
4262.45,6,3985,254,1,0,1,1
3192.91,0,2348,134,0,1,1,1
1548.62,4,3810,279,1,0,1,1
4936.89,10,1996,417,1,1,1,1
124.48,12,1886,224,0,0,1,0
346.34,11,3374,474,1,0,0,0
2965.39,3,3662,430,1,1,0,1
2723.34,0,3190,42,1,1,0,1
2952.11,18,3667,27,0,0,0,0
1017.52,15,3033,296,0,1,1,0
2631.2,2,1410,168,0,0,1,1
2532.39,21,2610,269,0,0,1,0
1609.08,20,3436,81,1,0,0,0
1651.2,14,221,309,1,1,0,0
3091.23,12,2436,427,0,1,0,0
4754.09,10,1271,299,1,1,0,1
3203.23,0,558,351,0,1,0,1
1175.3,19,3016,374,0,0,0,0
3152.57,5,1483,342,0,1,0,0
4179.5,11,323,130,0,0,1,0
647.43,0,3479,30,0,1,1,1
2456.44,16,3081,170,1,0,1,0
3908.67,6,1967,183,1,1,1,1
4804.37,3,2385,423,0,1,1,1
1809.09,1,439,144,1,1,1,1
1694.4,4,2293,200,1,1,0,1
523.86,10,1956,472,1,0,0,0
1766.33,10,839,484,1,1,1,1
3882.9,5,1933,381,0,1,1,1
4812.0,6,564,485,1,0,0,0
2534.2,17,1891,87,0,1,1,1
2235.14,10,467,233,1,1,0,0
3108.48,7,3891,287,1,0,1,1
1389.24,12,1770,349,1,0,1,0
1728.53,1,201,229,1,0,1,1
555.54,5,897,466,1,0,1,0
3780.49,5,3330,92,0,0,1,0
947.96,6,2607,443,1,0,0,0
1868.84,20,2137,322,1,0,0,0
3217.41,19,3219,106,1,1,0,1
2446.26,14,2344,199,1,0,1,0
227.68,22,2599,204,0,0,1,0
4529.61,9,2602,417,0,1,0,0
3630.65,13,370,224,0,0,0,0
127.37,22,3324,324,0,1,0,0
2717.89,12,362,154,0,1,0,0
4445.73,15,1993,208,1,1,1,1
2953.7,13,3816,487,0,1,1,1
2166.81,5,2639,338,1,0,0,0
56.21,19,1637,186,1,1,0,0
2791.51,11,315,272,1,1,1,1
4439.86,5,1399,67,0,1,0,0
4447.31,15,3652,268,0,1,0,0
2191.57,21,2738,147,0,0,0,0
4713.76,0,2767,74,1,0,1,1
4904.23,13,3986,410,1,0,0,0
632.85,14,903,197,1,0,1,0
4981.24,23,3037,227,0,1,0,0
2313.54,7,519,71,0,0,0,0
140.41,8,215,395,1,0,1,0
2627.71,20,1406,314,0,1,0,0
56.69,11,1375,317,0,0,1,0
998.56,12,2817,296,0,1,0,0
3129.16,23,3623,262,0,1,0,0
2028.36,5,2234,376,0,1,1,0
3412.95,1,1349,42,0,0,0,0
1445.19,0,2729,419,0,1,1,1
4687.31,4,3409,468,0,1,0,1
541.92,22,1478,236,1,0,0,0
2189.68,5,1712,415,1,0,0,0
2573.37,16,3898,365,1,0,1,1
2847.82,6,3355,282,0,1,0,0
4206.67,11,1551,103,1,1,1,1
1012.07,5,1448,396,0,1,0,0
2939.64,0,3144,140,0,0,0,0
2494.08,14,1544,370,1,0,1,0
3449.21,17,3771,298,1,0,1,1
1560.23,13,3786,252,1,0,0,0
2771.34,10,457,491,1,1,1,1
316.96,4,3562,450,1,1,1,1
2541.16,11,1556,336,0,1,1,1
2710.74,16,2041,378,0,1,0,0
3638.0,1,1633,423,1,0,0,1
3972.21,15,1603,500,0,0,1,0
3614.8,2,2395,277,1,1,1,1
4863.08,17,310,442,1,1,1,1
4613.67,12,3879,487,1,1,0,1
3282.57,17,599,158,1,1,0,1
2728.94,19,2306,191,0,0,0,0
2351.29,2,685,391,0,1,0,0
4179.31,2,44,231,0,1,0,1
4744.83,1,3005,155,1,1,1,1
4647.82,16,2178,481,1,0,0,0
3527.91,4,2099,170,0,0,1,1
1630.71,1,2836,284,0,1,1,1
378.72,22,1307,123,0,0,1,0
4942.33,0,1237,157,0,0,1,1
1309.7,20,255,390,0,0,1,0
2457.19,1,2137,296,0,0,0,0
2216.56,6,609,216,0,0,0,0
930.19,9,467,32,1,1,1,1
3013.46,13,3091,148,0,1,1,1
4330.02,17,380,395,0,0,1,0
331.7,2,3778,264,0,1,0,0
4256.16,6,2932,399,1,1,1,1
707.02,0,374,325,0,0,1,0
791.78,3,1623,290,0,0,0,0
3809.18,5,3251,111,0,1,1,1
4212.84,7,2519,437,0,0,0,0
1338.12,10,1898,133,1,0,1,0
3824.08,16,3317,459,1,0,0,0
2940.52,15,1344,427,0,0,1,0
715.91,14,2428,65,1,0,0,0
3158.42,8,581,180,0,0,1,0
4215.81,20,3335,242,1,0,0,0
3986.07,15,1609,310,0,1,0,0
1894.03,9,380,209,0,0,1,0
3496.81,12,807,156,0,1,0,0
1727.82,17,2851,387,0,1,1,0
2918.95,21,110,465,1,1,0,1
460.39,20,2073,233,0,0,1,0
1491.28,22,3854,46,1,0,1,0
1126.6,8,763,220,0,1,0,0
824.21,16,3517,108,0,0,0,0
4585.56,10,1365,320,0,1,0,0
4026.07,9,1716,276,0,1,0,0
2740.69,15,955,267,0,0,1,0
2958.48,5,3834,246,0,0,1,0
1496.91,6,2066,305,0,0,1,0
2385.33,12,2669,388,0,0,0,0
201.16,21,398,374,1,0,1,0
2934.49,14,2737,277,0,0,0,0
1948.45,2,1916,438,1,1,1,1
2964.38,23,2565,10,1,1,1,1
2921.69,7,3424,409,0,0,1,0
2647.9,11,3464,127,1,1,0,1
299.52,4,707,46,0,1,1,1
4103.18,2,2120,336,1,1,0,1
4878.7,0,1701,222,1,0,0,1
644.16,0,285,256,1,0,0,0
4184.29,20,3957,158,0,0,0,0
3204.23,5,3245,283,0,1,1,1
4866.73,4,3740,30,1,1,0,1
2128.33,4,1720,343,0,0,0,0
4073.49,3,140,135,1,1,1,1
882.95,19,352,324,1,0,0,0
3958.37,3,1609,492,1,0,1,1
2225.67,0,2043,400,1,0,1,1
241.31,7,2395,28,1,0,0,0
3243.52,11,3434,279,1,1,0,1
2176.57,0,680,43,1,1,1,1
3959.76,19,3058,209,0,0,0,0
610.03,10,2043,434,0,0,0,0
2028.12,15,3017,359,1,0,1,0
3467.5,9,1402,64,1,0,1,1
679.45,14,519,223,1,0,0,0
356.15,9,2376,29,1,0,1,0
2313.5,9,2542,314,0,0,1,0
3688.72,21,8,130,1,0,0,1
2205.23,0,367,82,1,0,1,1
2814.42,16,747,20,0,0,1,0
2205.31,0,3712,46,0,1,0,0
2507.0,9,3101,269,1,0,0,0
145.82,13,2470,493,1,1,1,1
4843.69,19,436,394,1,1,1,1
3411.29,5,2210,160,0,0,1,0
3484.28,11,959,78,1,1,0,1
2320.76,12,407,321,0,1,0,0
2724.74,15,1728,94,1,0,1,1
2011.26,14,2007,156,0,1,1,0
4807.04,1,2499,247,1,1,1,1
787.79,7,3475,458,0,0,1,0
4059.03,5,1828,436,1,0,0,0
3026.65,8,188,492,0,0,0,0
4958.16,15,3733,171,0,0,1,0
1194.98,7,2058,405,0,0,1,0
4041.83,22,3254,490,1,1,0,1
3729.78,2,3073,497,0,1,0,1
2387.44,20,3936,293,0,0,1,0
675.18,0,1597,174,1,1,0,1
926.33,0,658,319,1,0,0,0
1686.35,2,3749,420,0,1,1,1
3321.05,2,1146,441,1,0,0,1
762.12,18,7,62,1,1,1,1
2718.25,22,2058,217,0,1,0,0
1222.38,16,3810,212,1,1,1,1
4656.44,8,728,459,0,1,0,0
1504.28,12,3611,31,1,1,1,1
307.09,18,1231,226,0,1,0,0
3872.34,13,3530,469,0,1,1,1
1372.03,9,8,395,1,1,1,1
2144.94,0,350,380,1,0,1,1
2712.26,20,3162,114,0,0,1,0
3912.12,21,603,405,1,0,1,1
3377.4,19,3371,278,1,1,0,1
3143.62,0,2840,157,0,1,0,1
4037.71,9,1071,100,0,1,0,0
3699.38,21,2689,81,1,0,1,1
3171.01,18,1591,310,1,0,1,1
3467.61,8,427,10,1,1,0,1
2343.47,20,1650,136,1,1,0,0
1737.39,14,2158,163,1,0,0,0
4539.13,21,1947,481,0,0,0,0
3764.45,18,519,466,0,1,1,1
1585.87,18,3157,124,0,1,1,0
2015.82,20,663,207,1,1,0,0
618.36,17,3855,225,0,0,1,0
3597.21,20,1276,290,0,1,0,0
1881.74,18,8,22,1,1,0,1
1653.99,13,2459,444,0,0,1,0
800.34,13,2106,495,0,0,1,0
1289.37,23,1389,72,0,1,0,0
4826.19,2,3027,113,1,0,0,1
1709.98,9,1514,149,1,0,1,0
170.62,23,2227,472,0,0,1,0
1369.73,3,590,414,1,1,0,1
4877.78,7,2250,46,1,0,1,1
989.16,5,3109,209,1,1,1,1
704.08,7,3735,227,0,1,0,0
1551.67,22,1829,340,1,0,1,0
568.1,9,3144,188,1,1,1,1
3798.67,2,1466,333,0,1,0,1
2682.08,12,2278,204,0,1,1,1
1436.94,3,212,13,0,0,0,0
2614.81,20,943,183,0,0,1,0
4499.37,20,624,317,0,1,0,0
324.77,6,2097,393,1,0,1,0
4555.09,2,2001,289,0,0,1,1
1432.9,9,2530,323,0,1,1,0
4393.32,3,359,164,1,1,0,1
4985.41,8,3567,26,0,0,1,0
2206.24,21,2550,492,0,1,1,0
2840.77,3,3974,216,0,1,0,1
102.13,1,423,277,0,0,1,0
350.87,10,1357,230,1,1,1,1
67.78,14,3228,309,0,1,1,0
2659.71,18,835,480,1,0,0,0
2412.23,19,126,45,0,0,0,0
1199.07,10,2772,470,1,0,0,0
2627.65,17,538,436,0,0,1,0
167.67,11,1576,200,0,0,0,0
3581.99,20,2073,366,0,1,0,0
4915.16,15,1922,56,1,1,0,1
4403.05,18,2488,381,1,1,1,1
3762.03,13,2094,120,0,1,1,1
331.33,7,1597,404,1,1,0,0
2098.87,5,3837,185,0,0,1,0
1584.49,9,3670,498,1,0,0,0
3839.66,15,3972,99,0,0,1,0
4318.66,14,3017,75,0,0,0,0
86.37,4,3117,113,1,1,1,1
4120.18,8,1304,48,0,0,0,0
4000.7,16,3430,480,0,0,0,0
4242.86,22,3429,422,0,0,0,0
1522.38,0,117,215,0,0,1,0
1746.21,6,2648,46,0,0,0,0
2498.98,4,2512,93,0,0,0,0
323.5,3,3056,231,1,1,0,1
3627.27,9,594,37,1,1,0,1
3470.99,10,1692,179,1,0,0,0
3005.26,4,2698,363,1,0,1,1
1822.11,17,3265,486,0,0,0,0
4741.84,5,930,419,1,0,0,0
3308.1,9,2465,336,0,0,1,0
4298.45,2,2104,96,0,0,0,0
3635.11,4,975,63,1,0,0,1
4559.89,9,503,183,1,0,0,0
251.34,15,1284,198,1,1,0,0
4806.63,0,1542,391,1,1,1,1
4617.4,21,642,22,0,0,0,0
1710.95,17,2858,454,0,1,0,0
4548.97,5,135,269,0,0,1,0
369.24,18,1902,70,1,1,1,1
3188.81,23,566,359,0,0,1,0
1326.39,16,1246,37,1,0,1,0
348.92,1,2446,264,1,0,1,1
3240.81,5,2412,89,0,0,1,0
1709.64,16,1710,486,1,1,0,0
2223.58,3,1752,139,1,1,0,1
1547.48,10,1020,304,0,0,1,0
466.98,1,1321,247,0,0,1,0
4441.63,7,2280,462,1,1,0,1
2499.29,16,2563,341,0,0,0,0
3731.89,19,2807,308,0,1,1,1
3309.12,9,1318,344,1,0,1,1
4714.22,22,2594,129,0,0,1,0
2395.78,0,3055,73,0,1,1,1
4404.46,18,2528,453,0,0,0,0
1746.21,23,632,270,0,1,0,0
2027.01,14,2022,255,1,1,1,1
274.59,20,1743,403,0,1,1,0
970.46,16,2517,9,1,1,0,0
3276.08,19,60,500,1,1,0,1
3058.05,21,2487,444,0,0,0,0
2576.2,14,1519,340,1,0,1,1
3802.91,8,377,217,0,0,0,0
1139.65,4,2042,387,1,0,1,1
1696.29,8,746,466,1,1,1,1
1785.26,6,3823,4,0,0,0,0
4747.71,23,3534,454,1,1,1,1
1458.25,3,2150,335,0,1,1,1
1802.02,1,2449,233,1,0,0,0
1933.93,21,78,437,0,0,0,0
695.6,11,504,42,1,1,1,1
1798.74,4,1201,49,1,1,1,1
666.98,20,3850,476,0,0,0,0
4052.27,6,1778,363,0,0,1,0
4870.16,2,3472,217,0,0,0,0
3877.41,8,2837,338,0,1,0,0
4242.23,15,1843,37,1,1,0,1
738.71,3,3737,162,0,0,1,0
1578.27,16,1628,69,0,0,1,0
396.0,1,3728,264,0,0,1,0
4807.65,18,2448,254,1,1,1,1
4323.37,5,470,16,1,1,0,1
3401.65,11,136,73,1,0,0,0
4220.64,19,2764,436,1,1,0,1
880.01,13,2119,137,0,1,1,0
2658.28,1,2231,286,1,1,0,1
1016.23,20,1816,275,0,1,0,0
3715.99,10,1434,152,0,1,1,1
3332.09,20,2992,333,0,1,1,1
3175.94,5,1457,127,0,1,0,0
2860.03,16,1465,46,0,0,1,0
1546.58,15,1960,474,0,0,1,0
3299.79,0,1349,85,0,1,1,1
3030.8,11,122,422,1,1,1,1
4959.63,9,3387,365,1,1,0,1
3967.1,9,3443,245,1,1,1,1
2744.62,1,456,125,0,1,0,1
2462.59,5,2887,177,1,0,0,0
3813.53,22,3762,178,1,1,1,1
3546.1,5,1629,79,0,0,1,0
3274.05,5,90,221,0,1,0,0
3266.94,0,2669,335,0,1,0,1
4362.19,6,2584,382,1,1,0,1
2449.44,9,1819,98,0,1,1,0
1396.03,11,619,49,0,0,1,0
4687.85,20,3338,303,1,0,0,0
4600.63,4,1166,236,1,0,1,1
4528.5,19,2241,146,1,0,1,1
842.93,3,3050,62,1,1,0,1
1588.73,14,80,490,0,0,1,0
2848.22,5,309,55,0,1,1,1
1701.75,13,1846,103,0,0,1,0
1379.37,18,3166,44,0,0,0,0
477.26,8,2798,165,1,1,0,0
646.41,7,2275,436,1,0,0,0
1276.98,10,1804,179,0,1,1,0
1926.16,20,635,379,0,0,1,0
2053.17,19,126,15,0,0,1,0
4337.78,8,1893,34,1,1,1,1
4245.33,6,999,12,1,0,0,0
3651.21,16,2108,186,0,0,0,0
671.88,13,3833,325,1,1,0,0
2326.25,19,195,147,0,0,1,0
3182.15,7,2964,111,1,1,0,1
4169.02,14,1758,269,0,0,0,0
103.22,11,467,84,1,1,0,0
4103.22,12,347,259,1,1,0,1
2716.43,0,2788,457,1,1,1,1
1738.86,4,929,369,1,0,0,0
517.18,4,3289,59,0,0,1,0
43.84,14,2908,350,0,1,1,0
4688.78,7,3859,155,1,0,0,0
1128.45,8,3528,189,0,0,0,0
4163.86,1,3643,251,1,1,0,1
2228.66,20,3774,32,0,1,0,0
1714.54,7,79,88,1,0,0,0
2112.86,12,3410,441,0,1,0,0
4527.7,11,512,179,0,1,1,1
802.81,2,3117,405,1,1,0,1
4790.92,2,3485,17,0,1,0,1
234.91,12,171,376,0,0,0,0
4262.73,12,1836,32,0,1,1,1
3041.93,19,1350,486,0,1,1,1
1060.85,11,11,361,1,0,0,0
2031.11,17,265,39,0,0,1,0
1152.23,1,1326,117,1,1,0,1
281.13,23,1771,49,1,1,0,0
3814.41,22,798,150,1,1,1,1
30.98,4,1360,388,0,1,0,0
326.14,19,1966,409,1,1,0,0
840.95,0,2401,278,0,1,0,0
2627.7,14,3652,51,1,1,0,1
345.98,20,243,349,1,0,0,0
4474.27,13,3644,327,1,0,1,1
4604.71,19,441,172,1,0,0,0
3363.59,16,3036,166,1,1,0,1
1743.97,8,144,228,0,0,0,0
4710.55,4,705,50,0,1,1,1
2890.04,17,3104,244,0,1,0,0
692.72,20,1622,123,1,1,0,0
1920.14,0,3981,340,0,1,1,1
4323.05,3,1403,123,1,0,0,1
671.64,21,1867,217,0,1,0,0
3044.66,14,767,0,0,0,0,0
1964.5,4,5,421,1,0,0,1
197.44,20,2581,425,1,1,0,0
577.07,5,2588,245,0,1,1,0
588.42,4,3690,69,0,0,1,0
3365.43,5,2106,309,0,1,1,1
1184.09,19,1191,160,0,0,1,0
3771.55,22,1770,324,1,1,0,1
1685.94,7,1348,231,1,1,0,0
451.72,12,2982,42,0,0,0,0
4862.07,19,3183,397,0,1,1,1
1032.11,13,2418,142,0,0,0,0
4840.82,5,2354,487,1,0,1,1
1207.86,15,3028,104,1,1,1,1
1889.52,13,3357,411,0,0,0,0
147.28,6,2456,127,0,0,1,0
1285.86,11,1469,478,1,0,0,0
2546.65,5,267,8,1,1,1,1
4118.28,8,2890,241,0,0,0,0
1296.05,8,3258,314,1,1,0,0
878.96,12,1067,318,1,1,1,1
2548.84,21,267,112,0,0,0,0
12.88,1,2482,287,0,0,0,0
1985.26,9,1070,470,1,0,1,0
4580.19,8,3548,347,1,0,0,0
2079.91,22,1969,449,0,0,1,0
3735.83,7,1586,337,0,0,1,0
2576.2,3,1828,449,0,0,0,0
3184.53,18,79,284,0,1,1,1
3579.28,0,3012,328,0,1,1,1
1100.11,10,2352,40,1,1,0,0
888.91,21,434,392,0,0,1,0
633.63,13,1940,31,0,1,1,0
2725.25,4,3306,402,1,1,1,1
2918.08,1,541,224,0,0,1,1
3973.7,21,3026,153,0,0,0,0
2438.56,1,3882,459,0,1,1,1
4889.91,17,2264,499,1,0,1,1
2636.87,12,183,164,0,1,0,0
219.23,1,2591,246,1,0,0,0
4027.19,12,3158,460,1,0,0,0
1084.62,7,259,306,0,0,1,0
570.07,16,1810,264,1,1,0,0
1664.98,5,1817,325,0,0,1,0
724.84,23,3023,186,1,0,1,0
359.15,7,3516,128,1,1,1,1
4089.26,17,2130,75,0,0,0,0
748.41,1,3192,381,0,1,0,0
1405.37,19,957,446,1,1,0,0
3613.85,12,1188,189,0,1,1,1
3118.48,2,2146,2,0,1,0,1
563.46,16,821,106,1,0,0,0
694.23,16,481,434,0,1,1,0
1957.66,18,1164,146,1,1,0,0
4124.86,16,3846,234,1,0,0,0
3298.64,2,2780,385,1,1,0,1
3048.66,14,313,424,0,1,0,0
4958.32,7,3585,397,1,1,1,1
667.44,20,1135,72,0,0,0,0
2036.44,7,1654,432,0,1,1,0
3298.97,15,1761,259,0,0,0,0
2169.67,17,3082,489,0,1,0,0
3737.9,0,3261,115,0,0,0,0
4782.64,20,1127,295,1,0,0,0
4703.7,4,925,202,1,1,1,1
802.63,10,1179,198,0,1,1,0
2062.62,17,2904,429,0,0,1,0
1115.02,5,2924,101,1,1,1,1
3091.36,16,2792,340,1,1,1,1
2556.02,12,2469,316,0,0,0,0
303.64,3,575,182,0,0,0,0
3261.47,12,3734,352,1,1,1,1
655.36,7,264,404,1,0,1,0
313.17,19,2622,411,1,0,0,0
460.45,20,3856,257,0,1,0,0
3725.59,11,1770,392,1,0,0,0
2589.59,3,990,338,0,0,1,1
2032.19,14,2709,355,1,1,1,1
2857.52,4,548,223,0,0,0,0
2928.63,16,285,394,1,1,1,1
2570.17,1,1565,132,0,1,0,1
4601.14,18,935,150,0,1,0,0
4712.79,17,1859,116,0,1,1,1
3722.24,17,1719,36,0,1,0,0
1302.55,16,1021,61,1,1,1,1
1800.22,8,405,150,0,1,0,0
146.56,8,3918,417,1,1,0,0
2600.43,0,3863,227,0,0,0,0
607.43,21,2337,354,0,0,1,0
1936.3,0,2943,130,0,0,1,0
4083.2,12,1472,346,1,0,0,0
4424.57,15,2466,344,0,1,1,1
2072.35,0,1777,162,0,1,1,1
4082.75,14,1846,441,1,1,1,1
3657.79,6,2223,487,0,1,1,1
1216.88,18,101,279,0,0,1,0
3140.29,17,1759,485,0,1,1,1
2497.92,11,1041,143,1,1,1,1
215.3,3,3575,147,0,0,0,0
762.03,1,184,403,1,1,0,1
1688.29,4,1885,465,0,0,0,0
2511.74,21,3735,53,1,0,1,1
3468.94,1,3862,241,1,0,1,1
2075.68,5,2421,360,0,1,0,0
2126.28,22,2735,113,0,0,0,0
3915.91,15,2864,101,1,0,0,0
499.48,11,3050,404,0,1,0,0
4157.52,22,2409,450,1,1,1,1
1003.58,15,601,296,0,1,0,0
411.5,3,701,143,1,1,0,1
4949.26,21,3818,61,1,1,0,1
4170.6,11,2687,258,0,1,1,1
4258.93,3,46,298,0,1,0,1
3260.07,8,3172,444,0,1,1,1
1681.61,4,2848,122,1,1,0,1
2897.53,14,802,186,0,1,0,0
1240.38,8,251,266,1,0,0,0
2243.99,16,3952,342,0,1,0,0
4250.11,2,3602,132,1,1,0,1
